,deal_name,cidade,deal_id,código_inep,cidade_encontrada,link_qedu
706,Colégio Yeshua,Salvador,4676377860,29181925,"SALVADOR
 ",http://www.qedu.org.br/escola/120857-colegio-yeshua/sobre
707,colégio ELLO,Salvador,4663708295,29393264,"SALVADOR
 ",http://www.qedu.org.br/escola/130937-colegio-ello-brum-e-oto-ltda/sobre
708,Colégio Trino,Salvador,4663620995,29442826,"SALVADOR
 ",http://www.qedu.org.br/escola/129809-colegio-vilas/sobre
709,Centro Educacional Maria José,Salvador,4641686041,29180686,"SALVADOR
 ",https://www.qedu.org.br/escola/114844-ce-maria-jose/sobre
710,Escola Gênesis Stella Maris,Salvador,4641333778,29448808,"SALVADOR
 ",https://www.qedu.org.br/escola/269216-escola-genesis-de-stella-maris/censo-escolar
711,Colégio Salesiano de Salvador,Salvador,4627788299,29182581,"SALVADOR
 ",http://www.qedu.org.br/escola/126549-colegio-salesiano-do-salvador/sobre
712,COLEGIO LINCE LTDA - Novo negócio,Salvador,4307064684,29422353,"SALVADOR
 ",http://www.qedu.org.br/escola/125942-colegio-lince-ltda/sobre
713,COLEGIO FRANCISCANO SANTA CLARA,Salvador,4305797168,29182590,"SALVADOR
 ",http://www.qedu.org.br/escola/111632-colegio-franciscano-santa-clara/sobre
714,COLEGIO ANGLO BRASILEIRO,Salvador,4170448952,29422248,"SALVADOR
 ",http://www.qedu.org.br/escola/131557-colegio-anglo-brasileiro/sobre
715,COLEGIO MODULO,Salvador,4170441329,29182409,"SALVADOR
 ",https://www.qedu.org.br/escola/112634-colegio-modulo/sobre
716,LICEU SALESIANO DO SALVADOR,Salvador,4170436245,29182581,"SALVADOR
 ",http://www.qedu.org.br/escola/126549-colegio-salesiano-do-salvador/sobre
717,COLEGIO BOM PASTOR,Salvador,4170424020,29188229,"SALVADOR
 ",https://www.qedu.org.br/escola/125722-colegio-bom-pastor/censo-escolar
718,COLEGIO BERNOULLI,Salvador,4170420098,29467764,"SALVADOR
 ",https://www.qedu.org.br/escola/282993-colegio-bernoulli/sobre
719,INSTITUTO NOSSA SENHORA DA SALETTE,Salvador,4170407020,29199549,"SALVADOR
 ",https://www.qedu.org.br/escola/110962-instituto-nossa-senhora-da-salette/censo-escolar
720,COLEGIO VILAS,Salvador,4170403219,29442826,"SALVADOR
 ",http://www.qedu.org.br/escola/129809-colegio-vilas/sobre
721,ESCOLA BAHIANA DE CIENCIA E TECNOLOGIA,Salvador,4170395945,29446767,"SALVADOR
 ",http://www.qedu.org.br/escola/119841-escola-bahiana-de-ciencia-e-tecnologia/sobre
722,CEMJ ENSINO MEDIO LTDA-ME,Salvador,4168798037,29449367,"SALVADOR
 ",https://www.qedu.org.br/escola/267878-cemj-ensino-medio-ltda-me/censo-escolar
723,INSTITUTO COMENIUS DE EDUCACAO,Salvador,4168789443,29452031,"SALVADOR
 ",http://qedu.org.br/escola/270217-instituto-comenius-de-educacao/sobre
724,COLEGIO ANCHIETA,Salvador,4168771725,29181771,"SALVADOR
 ",http://www.qedu.org.br/escola/106092-colegio-anchieta/sobre
725,COLEGIO MEDITERRANEO,Salvador,4168693660,29364060,"SALVADOR
 ",http://www.qedu.org.br/escola/126780-colegio-mediterraneo/sobre
726,ESCOLA SULAMERICANA,Salvador,4156546232,29466300,"SALVADOR
 ",http://qedu.org.br/escola/277315-escola-sulamericana-ltda/sobre
727,COLÉGIO ASSUNÇÃO,Salvador,4125172672,29199530,"SALVADOR
 ",https://www.qedu.org.br/escola/110961-instituto-nossa-senhora-da-assuncao/censo-escolar
728,Colégio OBJETIVO INOVATIO,Salvador,4011247081,29442826,"SALVADOR
 ",http://www.qedu.org.br/escola/129809-colegio-vilas/sobre
729,Escola SEB Dom Bosco,Salvador,3960947942,41377168,"CURITIBA
 ",http://www.qedu.org.br/escola/239113-colegio-dom-bosco-batel-educacao-infantil-ensino-fundamental-e-medio/sobre
730,Colégio interativo,Salvador,3652543386,29181003,"SALVADOR
 ",http://qedu.org.br/escola/125269-colegio-interativo/sobre
731,Mundo Jovem,Salvador,3581549119,29450748,"SALVADOR
 ",https://www.qedu.org.br/escola/269809-escola-mundo-jovem/sobre
732,Pontomed Pré-Vestibular e Pontomed Pré-Residência,Salvador,3422881063,,Salvador,
733,Colégio São Luís,Salvador,3303853680,29461820,"SALVADOR
 ",https://www.qedu.org.br/escola/275963-colegio-sao-luis/sobre
734,Colégio Sophia,Salvador,3303722989,29446791,"SALVADOR
 ",http://qedu.org.br/escola/130431-colegio-sophia/censo-escolar
735,Escola Ponto Alto,Salvador,3154331184,29442729,"SALVADOR
 ",http://www.qedu.org.br/escola/116020-escola-ponto-alto/sobre
736,Colégio Batista Brasileiro,Salvador,3076276819,29181895,"SALVADOR
 ",http://www.qedu.org.br/escola/120856-colegio-batista-brasileiro/sobre
737,Instituto Educacional Costa Azul Ltda,Salvador,2980337115,29182417,"SALVADOR
 ",http://qedu.org.br/escola/125355-escola-genesis-ltda/sobre
738,Colégio Soledade,Salvador,2980335673,29182441,"SALVADOR
 ",http://www.qedu.org.br/escola/112636-colegio-nossa-senhora-da-soledade/sobre
739,Escola Lua Nova,Salvador,2980329644,29375126,"SALVADOR
 ",https://www.qedu.org.br/escola/131672-lua-nova-escola-e-centro-de-estudos/censo-escolar
740,Passos Altos,Salvador,2980300358,,"SALVADOR
 ",https://www.qedu.org.br/escola/276134-escolinha-passos-altos/sobre
741,Colegio Alianca,Salvador,2980300357,29454948,"SALVADOR
 ",http://www.qedu.org.br/escola/269551-colegio-alianca/sobre
742,Colégio Integral,Salvador,2920005509,29182344,"SALVADOR
 ",http://www.qedu.org.br/escola/114447-colegio-integral/sobre
743,Colégio Ômega,Salvador,2919354505,29393965,"SALVADOR
 ",http://www.qedu.org.br/escola/111085-escola-omega/sobre
744,Educandário Gabriel Arcanjo,Salvador,2887895996,29452589,"SALVADOR
 ",http://www.qedu.org.br/escola/269783-educandario-gabriel-arcanjo/sobre
745,Colégio 2 de Julho,Salvador,2718281244,29181739,"SALVADOR
 ",http://www.qedu.org.br/escola/105880-colegio-2-de-julho/sobre
746,CCAA,Salvador,2284867531,,Salvador,
747,Colégio Flamboyant,Salvador,1996880919,29182301,"SALVADOR
 ",https://www.qedu.org.br/escola/126657-colegio-flamboyants-ltda/censo-escolar
748,Educamob,Salvador,1969377635,29466300,"SALVADOR
 ",http://qedu.org.br/escola/277315-escola-sulamericana-ltda/sobre
749,Colégio Bom Jesus - BA,Salvador,1582245587,29452333,"SALVADOR
 ",http://www.qedu.org.br/escola/268000-colegio-bom-jesus/censo-escolar
750,InLoco,Salvador,1517325781,,Salvador,
751,Colégio Integral (2019),Salvador,1498934429,29182344,"SALVADOR
 ",http://www.qedu.org.br/escola/114447-colegio-integral/sobre
752,Colégio Integral,Salvador,1498755333,29182344,"SALVADOR
 ",http://www.qedu.org.br/escola/114447-colegio-integral/sobre
753,Colégio Maria Helena,Salvador,1480458811,29364175,"SALVADOR
 ",http://www.qedu.org.br/escola/133274-escola-helena-pereira/sobre
754,COLEGIO SAO PAULO,Salvador,1447092434,29182646,"SALVADOR
 ",http://www.qedu.org.br/escola/133882-colegio-sao-paulo/sobre
755,VITORIA-REGIA CENTRO EDUCACIONAL,Salvador,1447075781,29906725,"SALVADOR
 ",http://www.qedu.org.br/escola/132664-centro-educacional-vitoria-regia/sobre
756,COLEGIO GREGOR MENDEL,Salvador,1447070846,29182387,"SALVADOR
 ",http://www.qedu.org.br/escola/112632-colegio-gregor-mendel/sobre
757,Colégio Cândido Portinari,Salvador,1447063119,29343232,"SALVADOR
 ",https://www.qedu.org.br/escola/133056-colegio-candido-portinari/censo-escolar
758,Instituto Social Pindorama,Salvador,1442767047,29199603,"SALVADOR
 ",http://www.qedu.org.br/escola/131153-instituto-social-pindorama/sobre
759,Escola Maritel,Salvador,1442767033,29182395,"SALVADOR
 ",http://www.qedu.org.br/escola/112633-colegio-militar-de-salvador/censo-escolar
760,Colégio Aliança,Salvador,1442767009,29454948,"SALVADOR
 ",http://www.qedu.org.br/escola/269551-colegio-alianca/sobre
761,Escola Ampliar o Conhecimento,Salvador,1442766961,29464005,"SALVADOR
 ",http://www.qedu.org.br/escola/107120-ecomu-ampliar-o-conhecimento/sobre
762,SARTRE ESCOLA SEB,Salvador,1442766879,29181364,"SALVADOR
 ",http://qedu.org.br/escola/111145-colegio-sartrecoc/sobre
763,Colégio Mundial,Salvador,1442755614,29436710,"SALVADOR
 ",http://www.qedu.org.br/escola/119555-colegio-mundial/sobre
764,COLEGIO FRANCISCANO SANTA CLARA,Salvador,1442748705,29182590,"SALVADOR
 ",http://www.qedu.org.br/escola/111632-colegio-franciscano-santa-clara/sobre
765,Centro Educacional Elioenai Passos Fonseca,Salvador,1442748512,29180082,"SALVADOR
 ",http://www.qedu.org.br/escola/114636-ce-elioenai-passos-fonseca-ltda/sobre
766,Empresa GBPAR,Salvador,1442748507,29442826,"SALVADOR
 ",http://www.qedu.org.br/escola/129809-colegio-vilas/sobre
767,Marissol,Salvador,1442748501,29193710,"SALVADOR
 ",http://qedu.org.br/escola/131995-escola-marissol-ltda/sobre
768,Centro Educacional Apolo,Salvador,1442748452,29462479,"SALVADOR
 ",https://qedu.org.br/escola/275811-centro-educacional-apolo/sobre
769,Escola Arte do Saber,Salvador,1442748451,29450489,"SALVADOR
 ",http://qedu.org.br/escola/270054-escola-arte-do-saber-construir/sobre
770,Colégio Piramide,Salvador,1442747196,29359287,"LAURO DE FREITAS
 ",http://www.qedu.org.br/escola/123333-colegio-piramide/sobre
771,Instituto Dom de Educar,Salvador,1442747137,29467969,"SALVADOR
 ",http://www.qedu.org.br/escola/282972-colegio-dom/sobre
772,Escola Nossa Senhora Do Cenáculo,Salvador,1442741650,,"SALVADOR
 ",https://www.qedu.org.br/escola/270367-escola-nossa-senhora-do-cenaculo/censo-escolar
773,Colégio Bom Jesus BA,Salvador,1442741614,29452333,"SALVADOR
 ",http://www.qedu.org.br/escola/268000-colegio-bom-jesus/censo-escolar
774,Ninho das Andorinhas,Salvador,1442741571,29453186,"SALVADOR
 ",https://www.qedu.org.br/escola/269573-escolinha-ninho-das-andorinhas/censo-escolar
775,Colégio Cevilha,Salvador,1442741497,29442826,"SALVADOR
 ",http://www.qedu.org.br/escola/129809-colegio-vilas/sobre
776,Escola Lápis na Mão,Salvador,1442741484,29450918,"SALVADOR
 ",http://qedu.org.br/escola/270175-escola-lapis-na-mao/sobre
777,Educandário São Carlos,Salvador,1442741454,,"SALVADOR
 ",http://qedu.org.br/escola/268025-educandario-sao-carlos/sobre
778,Único Pré,Salvador,1442741406,29442826,"SALVADOR
 ",http://www.qedu.org.br/escola/129809-colegio-vilas/sobre
779,Escola Mater Dei,Salvador,1442741401,,Salvador,
780,Escola Silva e Brito,Salvador,1442741394,29196221,"SALVADOR
 ",https://qedu.org.br/escola/125596-escola-silva-e-brito/sobre
781,Centro De Educação Getsemani,Salvador,1442741364,31356336,"MARIANA
 ",http://qedu.org.br/escola/274151-centro-educacional-getsemani/sobre
782,Colégio Darcy Ribeiro,Salvador,1442741338,29858887,"SALVADOR
 ",http://www.qedu.org.br/escola/135156-colegio-darcy-ribeiro/sobre
783,Escola Profª Maria de Lourdes,Salvador,1442741302,29404339,"SALVADOR
 ",http://www.qedu.org.br/escola/113967-ee-colegio-estadual-professora-maria-de-lourdes-parada-franch/sobre
784,COLEGIO ADVENTISTA DE SALVADOR,Salvador,1442735860,29181755,"SALVADOR
 ",http://qedu.org.br/escola/105881-colegio-adventista-de-salvador/sobre
785,Escola Sesi José de Carvalho,Salvador,1442735826,,Salvador,
786,Escola Lua Nova,Salvador,1442735780,29375126,"SALVADOR
 ",https://www.qedu.org.br/escola/131672-lua-nova-escola-e-centro-de-estudos/censo-escolar
787,Escola Araujo Silva,Salvador,1442735755,,"SALVADOR
 ",http://qedu.org.br/escola/269649-escola-araujo-silva/sobre
788,Colégio Marista De Patamares,Salvador,1442735648,29447518,"SALVADOR
 ",http://www.qedu.org.br/escola/107051-colegio-marista-de-patamares/sobre
789,COLEGIO SAO JOSE,Salvador,1442735592,29181640,"SALVADOR
 ",http://www.qedu.org.br/escola/105877-colegio-sao-jose/sobre
790,Fortunato Colégio & Curso,Salvador,1442735549,,Salvador,
791,Nossa Senhora Da Luz,Salvador,1442735548,29396174,"SALVADOR
 ",http://qedu.org.br/escola/132589-escola-nossa-senhora-da-luz/sobre
792,Colégio Santos Carneiro,Salvador,1442735503,29182620,"SALVADOR
 ",http://www.qedu.org.br/escola/111633-colegio-santos-carneiro/sobre
793,Colégio Hildeberto Cardoso,Salvador,1442729042,29459540,"SALVADOR
 ",http://www.qedu.org.br/escola/275785-centro-educacional-hildeberto-cardoso/sobre
794,Instituto Social da Bahia,Salvador,1442728965,29199573,"SALVADOR
 ",http://www.qedu.org.br/escola/131152-instituto-social-da-bahia/sobre
795,Centro Educacional Império do Saber,Salvador,1442728964,29180015,"SALVADOR
 ",https://www.qedu.org.br/escola/110278-ce-imperio-do-saber/censo-escolar
796,Colégio Guadalupe,Salvador,1442727217,29183790,"SALVADOR
 ",http://www.qedu.org.br/escola/126666-colegio-guadalupe/sobre
797,Sistema,Salvador,1442722057,,"SALVADOR
 ",http://www.qedu.org.br/escola/131147-centro-educacional-sistema-solar/sobre
798,Nogueira,Salvador,1442721934,,"SALVADOR
 ",https://webcache.googleusercontent.com/search?q=cache:nNVJ91fcXp4J:https://www.qedu.org.br/escola/134207-ee-colegio-estadual-professor-nogueira-passos/proficiencia+&cd=6&hl=pt-BR&ct=clnk&gl=br
799,Educandário Vital Brasil,Salvador,1442721778,,Salvador,
800,Colégio Alicerce,Salvador,1442721776,35144721,"SÃO PAULO
 ",http://www.qedu.org.br/escola/186233-colegio-alicerce/sobre
801,Colégio Ramo da Videira,Salvador,1442719904,29195608,"SALVADOR
 ",http://www.qedu.org.br/escola/131136-ie-ramo-da-videira/sobre
802,Centro Escolar Anamelia,Salvador,1442719889,29181062,"SALVADOR
 ",http://www.qedu.org.br/escola/132007-centro-escolar-anamelia/censo-escolar
803,Colégio Marízia Maior,Salvador,1442719880,29182395,"SALVADOR
 ",http://qedu.org.br/escola/112633-colegio-militar-de-salvador/censo-escolar
804,Colégio Ópera,Salvador,1442719868,29364060,"SALVADOR
 ",http://www.qedu.org.br/escola/126780-colegio-mediterraneo/sobre
805,Colégio Dois De Julho,Salvador,1442719862,29181739,"SALVADOR
 ",http://www.qedu.org.br/escola/105880-colegio-2-de-julho/sobre
806,Centro Escolar Anamélia,Salvador,1442719857,29181062,"SALVADOR
 ",http://www.qedu.org.br/escola/132007-centro-escolar-anamelia/sobre
807,Colégio Nossa Sra Das Merces,Salvador,1442715808,29182468,"SALVADOR
 ",https://www.qedu.org.br/escola/129282-colegio-nossa-sra-das-merces/censo-escolar
808,Escola Profissionalizante Humaniza,Salvador,1442715807,29180902,"SALVADOR
 ",http://www.qedu.org.br/escola/133794-ce-sao-rafael/sobre
809,Escola Marijunior,Salvador,1442715787,29181283,"SALVADOR
 ",http://www.qedu.org.br/escola/111143-em-csu-de-narandiba/sobre
810,Escola Técnica Eletro Mecânica Da Bahia,Salvador,1442715734,,"SALVADOR
 ",http://www.qedu.org.br/escola/261569-etecbras-escola-tecnica-do-brasil/sobre
811,Escola Bahiana de Ciencia E Tecnologia,Salvador,1442715627,29446767,"SALVADOR
 ",http://www.qedu.org.br/escola/119841-escola-bahiana-de-ciencia-e-tecnologia/sobre
812,Colégio Soledade,Salvador,1442715623,29182441,"SALVADOR
 ",http://www.qedu.org.br/escola/112636-colegio-nossa-senhora-da-soledade/sobre
813,Associacao Educacional Sons No Silencio,Salvador,1442715619,29435404,"SALVADOR
 ",http://www.qedu.org.br/escola/123243-associacao-educacional-sons-no-silencio/sobre
814,Sacramentinas,Salvador,1442715612,29182654,"SALVADOR
 ",http://www.qedu.org.br/escola/126048-colegio-ss-sacramento/sobre
815,Escola Djalma Pessoa Sesi,Salvador,1442713681,29999740,"SALVADOR
 ",http://www.qedu.org.br/escola/261607-escola-djalma-pessoa-sesi/sobre
816,COLEGIO LINCE LTDA,Salvador,1442379442,29422353,"SALVADOR
 ",http://www.qedu.org.br/escola/125942-colegio-lince-ltda/sobre
817,Colégio Ana Tereza,Salvador,1416887845,29184282,"SALVADOR
 ",http://qedu.org.br/escola/126178-colegio-ana-tereza/censo-escolar
818,Colégio Educare,São José dos Campos,4956769579,35250892,"SÃO JOSÉ DOS CAMPOS
 ",https://www.qedu.org.br/escola/198499-ce-educare/censo-escolar
819,Escola Moppe,São José dos Campos,4936025505,35385165,"SÃO JOSÉ DOS CAMPOS
 ",http://qedu.org.br/escola/210748-escola-moppe-ii/sobre
820,Colégios UNIVAP - unidade centro,São José dos Campos,4935218471,35808246,"SÃO JOSÉ DOS CAMPOS
 ",http://www.qedu.org.br/escola/203890-colegio-aquarius-univap/sobre
821,Colégios UNIVAP unidade Aquarius,São José dos Campos,4935153059,35808246,"SÃO JOSÉ DOS CAMPOS
 ",http://www.qedu.org.br/escola/203890-colegio-aquarius-univap/sobre
822,Poliedro - SJ Campos,São José dos Campos,4868561754,35175572,"SÃO JOSÉ DOS CAMPOS
 ",https://www.qedu.org.br/escola/200123-colegio-poliedro/censo-escolar
823,Anglo Cassiano Ricardo,São José dos Campos,4867825025,35140053,"SÃO JOSÉ DOS CAMPOS
 ",http://www.qedu.org.br/escola/188213-eieef-cassiano-ricardo-colegio/sobre
824,Poliedro (A+),São José dos Campos,4647261061,35175572,"SÃO JOSÉ DOS CAMPOS
 ",https://www.qedu.org.br/escola/200123-colegio-poliedro/censo-escolar
825,Pré-Vest (Unesp SJC),São José dos Campos,4131498048,35045998,"JABOTICABAL
 ",http://qedu.org.br/escola/190467-jose-bonifacio-cta-unesp-campus-jaboticabal/sobre
826,ICBEU - SJC,São José dos Campos,4021779150,35111089,"SÃO JOSÉ DOS CAMPOS
 ",https://qedu.org.br/escola/189313-instituto-sao-jose/sobre
827,Poliedro,São José dos Campos,3143405460,35175572,"SÃO JOSÉ DOS CAMPOS
 ",https://www.qedu.org.br/escola/200123-colegio-poliedro/censo-escolar
828,Colégio Planck,São José dos Campos,2443992175,35004369,"SÃO JOSÉ DOS CAMPOS
 ",https://www.qedu.org.br/escola/285258-colegio-planck/sobre
829,Escola Moppe [Upsell de Licenças],São José dos Campos,1993476662,35385165,"SÃO JOSÉ DOS CAMPOS
 ",http://qedu.org.br/escola/210748-escola-moppe-ii/sobre
830,Instituto Ideia,São José dos Campos,1993414266,35290439,"SÃO JOSÉ DOS CAMPOS
 ",http://www.qedu.org.br/escola/193875-inovando-o-aprendizado-instituto-de-desenvolvime-educ-ideia/sobre
831,Pense Cursos [Upsell de Licenças],São José dos Campos,1993397744,,São José dos Campos,
832,Colégio Eccos,São José dos Campos,1993391760,35448655,"SÃO JOSÉ DOS CAMPOS
 ",http://qedu.org.br/escola/262822-colegio-eccos/sobre
833,Instituto Alpha Lumem [Upsell de Licenças],São José dos Campos,1993342614,35561320,"SÃO JOSÉ DOS CAMPOS
 ",http://www.qedu.org.br/escola/276181-alpha-lumen-instituto/sobre
834,Colégio Futura Geração,São José dos Campos,1951185366,35194578,"SÃO JOSÉ DOS CAMPOS
 ",https://www.qedu.org.br/escola/186643-colegio-futura-geracao/sobre
835,Colégio Iguatemy,São José dos Campos,1849976343,35140065,"SÃO JOSÉ DOS CAMPOS
 ",http://www.qedu.org.br/escola/188214-ie-iguatemy-escola-de-ei-ef-e-em/sobre
836,Poliedro S.E.,São José dos Campos,1807923957,35175572,"SÃO JOSÉ DOS CAMPOS
 ",https://www.qedu.org.br/escola/200123-colegio-poliedro/censo-escolar
837,Vitae - TBS e Osasco,São José dos Campos,1598649129,35371555,"SÃO JOSÉ DOS CAMPOS
 ",http://www.qedu.org.br/escola/209349-colegio-ciclo/sobre
838,Vitae - Fernandópolis,São José dos Campos,1598036724,35371555,"SÃO JOSÉ DOS CAMPOS
 ",http://www.qedu.org.br/escola/209349-colegio-ciclo/sobre
839,Colégio Eccos,São José dos Campos,1517506015,35448655,"SÃO JOSÉ DOS CAMPOS
 ",http://qedu.org.br/escola/262822-colegio-eccos/sobre
840,Pense Cursos,São José dos Campos,1517356853,35038143,"SÃO PAULO
 ",http://www.qedu.org.br/escola/186833-caetano-de-campos/censo-escolar
841,Instituto Alpha Lumem,São José dos Campos,1517345257,35561320,"SÃO JOSÉ DOS CAMPOS
 ",http://www.qedu.org.br/escola/276181-alpha-lumen-instituto/sobre
842,Casdinho,São José dos Campos,1517331875,,"SÃO JOSÉ DOS CAMPOS
 ",https://qedu.org.br/escola/193955-eei-casinha-verde/sobre
843,Escola Cristã Batista Regular,São José dos Campos,1511604943,35140041,"SÃO JOSÉ DOS CAMPOS
 ",https://www.qedu.org.br/escola/188212-escola-crista-batista-regular/censo-escolar
844,Colégio Elo Educacional,São José dos Campos,1447092421,35142694,"SÃO JOSÉ DOS CAMPOS
 ",https://qedu.org.br/escola/184923-elo-educacional/sobre
845,Assessoria e Orientação Estudantil,São José dos Campos,1447087981,35371555,"SÃO JOSÉ DOS CAMPOS
 ",http://www.qedu.org.br/escola/209349-colegio-ciclo/sobre
846,Colégio Futura Geração,São José dos Campos,1447075800,35194578,"SÃO JOSÉ DOS CAMPOS
 ",https://www.qedu.org.br/escola/186643-colegio-futura-geracao/sobre
847,Colégio Iguatemy,São José dos Campos,1447075788,35140065,"SÃO JOSÉ DOS CAMPOS
 ",http://www.qedu.org.br/escola/188214-ie-iguatemy-escola-de-ei-ef-e-em/sobre
848,Escola Carlos Saloni,São José dos Campos,1447063127,35137561,"SÃO JOSÉ DOS CAMPOS
 ",https://www.qedu.org.br/escola/186955-escola-carlos-saloni/censo-escolar
849,Editora Crista Evangelica,São José dos Campos,1442767003,,São José dos Campos,
850,Osias de Barros Anunciação,São José dos Campos,1442767001,,São José dos Campos,
851,Escola Magia do Pensar,São José dos Campos,1442766987,35478064,"SÃO JOSÉ DOS CAMPOS
 ",http://www.qedu.org.br/escola/268833-a-magia-do-pensar-escola-de-educacao-infantil/sobre
852,Wizard Prime,São José dos Campos,1442766946,35371555,"SÃO JOSÉ DOS CAMPOS
 ",http://www.qedu.org.br/escola/209349-colegio-ciclo/sobre
853,Escola De Educação Presbiteriana,São José dos Campos,1442755673,35801732,"SÃO JOSÉ DOS CAMPOS
 ",http://qedu.org.br/escola/202704-presbiteriana-escola-de-educacao-infantil-ensino-fundamental/sobre
854,English Class,São José dos Campos,1442748784,35371555,"SÃO JOSÉ DOS CAMPOS
 ",http://www.qedu.org.br/escola/209349-colegio-ciclo/sobre
855,COC São José dos Campos,São José dos Campos,1442748758,35122038,"SÃO JOSÉ DOS CAMPOS
 ",https://www.qedu.org.br/escola/192960-coc-sistema-de-educacao/censo-escolar
856,CEPHAS,São José dos Campos,1442748721,35263904,"SÃO JOSÉ DOS CAMPOS
 ",http://www.qedu.org.br/escola/209077-helio-augusto-de-souza-centro-educ-profisssional-cephas/sobre
857,Grupo Conexão,São José dos Campos,1442748624,35139300,"SÃO JOSÉ DOS CAMPOS
 ",http://www.qedu.org.br/escola/195222-instituto-conexao-de-ensino/sobre
858,Ecompo,São José dos Campos,1442748617,35111053,"SÃO JOSÉ DOS CAMPOS
 ",http://www.qedu.org.br/escola/189311-manoel-pedro-oliveira-comed-escola-politecnica-de-em/sobre
859,Escola Monteiro Lobato,São José dos Campos,1442748567,35110978,"SÃO JOSÉ DOS CAMPOS
 ",http://www.qedu.org.br/escola/189231-monteiro-lobato-eeifm/sobre
860,Simone Almeida Mendes F0,São José dos Campos,1442748532,35094869,"SOROCABA
 ",http://www.qedu.org.br/escola/192244-em-jose-mendes/censo-escolar
861,Adventista,São José dos Campos,1442741681,35139312,"SÃO JOSÉ DOS CAMPOS
 ",http://www.qedu.org.br/escola/195223-colegio-adventista-de-sao-jose-dos-campos/sobre
862,Np Vestibulares,São José dos Campos,1442741643,35371555,"SÃO JOSÉ DOS CAMPOS
 ",http://www.qedu.org.br/escola/209349-colegio-ciclo/sobre
863,Unicursos,São José dos Campos,1442741621,,São José dos Campos,
864,Colégio Álvaro Gonçalves,São José dos Campos,1442741620,35241982,"SÃO JOSÉ DOS CAMPOS
 ",http://www.qedu.org.br/escola/201722-emef-alvaro-goncalves-professor/censo-escolar
865,Colégio Evoluti,São José dos Campos,1442741598,35153424,"SÃO JOSÉ DOS CAMPOS
 ",http://qedu.org.br/escola/192204-evoluti-cilegio/sobre
866,Centro Educacional Técnico EXPOENTEC,São José dos Campos,1442741472,,"SÃO JOSÉ DOS CAMPOS
 ",https://www.qedu.org.br/escola/188006-expoentec-centro-educacional-tecnico/sobre
867,CNA Esplanada,São José dos Campos,1442741425,35371555,"SÃO JOSÉ DOS CAMPOS
 ",http://www.qedu.org.br/escola/209349-colegio-ciclo/sobre
868,Colégio Tableau,São José dos Campos,1442741379,35110991,"SÃO JOSÉ DOS CAMPOS
 ",https://qedu.org.br/escola/189233-colegio-tableau/sobre
869,Diego Davoli,São José dos Campos,1442741308,,São José dos Campos,
870,Juarez Wanderley (Colégio da Embraer),São José dos Campos,1442741271,35805555,"SÃO JOSÉ DOS CAMPOS
 ",http://www.qedu.org.br/escola/200258-embraer-juarez-wanderley-colegio/sobre
871,Colégio Saloni,São José dos Campos,1442735748,35137561,"SÃO JOSÉ DOS CAMPOS
 ",https://www.qedu.org.br/escola/186955-escola-carlos-saloni/censo-escolar
872,Colégio Cassiano Ricardo,São José dos Campos,1442735729,35140053,"SÃO JOSÉ DOS CAMPOS
 ",http://www.qedu.org.br/escola/188213-eieef-cassiano-ricardo-colegio/sobre
873,Vale Cursos Educacional,São José dos Campos,1442735702,,São José dos Campos,
874,Profª Denise,São José dos Campos,1442735630,35004638,"SÃO JOSÉ DOS CAMPOS
 ",http://www.qedu.org.br/escola/285262-denise-prates-fernandes-rocha-emei-profa/sobre
875,Centro Educacional Paulista,São José dos Campos,1442735616,35179322,"SÃO JOSÉ DOS CAMPOS
 ",http://qedu.org.br/escola/193954-nova-paulista-centro-educacional/sobre
876,Colégio Walter Fortunato,São José dos Campos,1442735561,35118631,"SÃO JOSÉ DOS CAMPOS
 ",http://www.qedu.org.br/escola/188274-escola-walter-fortunato/sobre
877,Maple Bear Canadian School São José dos Campos,São José dos Campos,1442735477,35561575,"SÃO JOSÉ DOS CAMPOS
 ",http://qedu.org.br/escola/273675-maple-bear-canadian-school-sjcampos/sobre
878,Cetex Educacional,São José dos Campos,1442735475,35136463,"SÃO PAULO
 ",https://www.qedu.org.br/escola/195208-cetec-colegio/censo-escolar
879,Escola Fatorial,São José dos Campos,1442729038,35371555,"SÃO JOSÉ DOS CAMPOS
 ",http://www.qedu.org.br/escola/209349-colegio-ciclo/sobre
880,Tratto Atelier,São José dos Campos,1442728948,,São José dos Campos,
881,qmágico,São José dos Campos,1442727212,35371555,"SÃO JOSÉ DOS CAMPOS
 ",http://www.qedu.org.br/escola/209349-colegio-ciclo/sobre
882,EDUQUEATIVA,São José dos Campos,1442727195,35371555,"SÃO JOSÉ DOS CAMPOS
 ",http://www.qedu.org.br/escola/209349-colegio-ciclo/sobre
883,Colégio Teófilo Rezende,São José dos Campos,1442727182,35143856,"SÃO JOSÉ DOS CAMPOS
 ",http://www.qedu.org.br/escola/192804-colegio-teofilo-rezende/sobre
884,Colégio Franciscano Nossa Senhora Aparecida,São José dos Campos,1442722078,35111016,"SÃO JOSÉ DOS CAMPOS
 ",http://www.qedu.org.br/escola/189307-colegio-franciscano-nossa-senhora-aparecida/sobre
885,Profº Luiz Fernando,São José dos Campos,1442722055,25086928,"MAMANGUAPE
 ",https://www.qedu.org.br/escola/75580-eeef-professor-luiz-aprigio/censo-escolar
